0	1.656
1	1.929
2	1.958
3	2.120
4	2.255
5	2.347
6	2.332
7	2.294
8	2.337
9	2.384
10	2.407
11	2.424
12	2.523
13	2.514
14	2.573
15	2.563
16	2.591
17	2.604
18	2.659
19	2.637
20	2.573
21	2.539
22	2.524
23	2.566
24	2.531
25	2.656
26	2.695
27	2.684
28	2.704
29	2.453
30	2.444
31	2.495
32	2.534
33	2.713
34	2.713
35	2.654
36	2.778
37	2.736
38	2.722
39	2.729
40	2.743
41	2.697
42	2.721
43	2.683
44	2.728
45	2.713
46	2.700
47	2.672
48	2.696
49	2.675
50	2.706
51	2.754
52	2.732
53	2.801
54	2.782
55	2.794
56	2.786
57	2.847
58	2.840
59	2.804
60	2.804
61	2.731
62	2.776
63	2.703
64	2.709
65	2.817
66	2.844
67	2.754
68	2.777
69	2.754
70	2.815
71	2.862
72	2.901
73	2.902
74	2.874
75	2.888
76	2.863
77	2.816
78	2.867
79	2.767
80	2.734
81	2.806
82	2.778
83	2.783
84	2.731
85	2.743
86	2.779
87	2.796
88	2.799
89	2.791
90	2.832
91	2.838
92	2.817
93	2.818
94	2.766
95	2.799
96	2.788
97	2.885
98	2.825
99	2.774
100	2.876
101	2.773
102	2.780
103	2.774
104	2.734
105	2.732
106	2.727
107	2.706
108	2.728
109	2.778
110	2.811
111	2.739
112	2.786
113	2.754
114	2.791
115	2.704
116	2.852
117	2.821
118	2.808
119	2.785
120	2.820
121	2.792
122	3.070
123	3.019
124	2.948
125	2.901
126	2.913
127	2.918
128	2.935
129	2.929
130	2.971
131	3.034
132	3.088
133	3.086
134	3.045
135	3.011
136	3.003
137	3.127
138	3.054
139	3.083
140	3.058
141	3.077
142	3.090
143	3.160
144	3.220
145	3.161
146	3.119
147	3.167
148	3.098
149	3.182
150	3.245
151	3.197
152	3.229
153	3.215
154	3.268
155	3.233
156	3.277
157	3.262
158	3.380
159	3.290
160	3.290
161	3.263
162	3.243
163	3.215
164	3.282
165	3.316
166	3.300
167	3.233
168	3.273
169	3.219
170	3.243
171	3.307
172	3.333
173	3.233
174	3.249
175	3.212
176	3.189
177	3.189
178	3.231
179	3.182
180	3.179
181	3.151
182	3.252
183	3.348
184	3.329
185	3.424
186	3.375
187	3.360
188	3.309
189	3.325
190	3.301
191	3.334
192	3.283
193	3.281
194	3.286
195	3.334
196	3.370
197	3.417
198	3.471
199	3.449
200	3.438
201	3.440
202	3.367
203	3.437
204	3.396
205	3.375
206	3.374
207	3.321
208	3.283
209	3.313
210	3.359
211	3.323
212	3.400
213	3.316
214	3.317
215	3.343
216	3.474
217	3.398
218	3.389
219	3.365
220	3.441
221	3.435
222	3.462
223	3.354
224	3.358
225	3.406
226	3.440
227	3.478
228	3.451
229	3.380
230	3.426
231	3.438
232	3.434
233	3.356
234	3.281
235	3.320
236	3.388
237	3.391
238	3.342
239	3.392
240	3.289
241	3.320
242	3.261
243	3.348
244	3.368
245	3.420
246	3.398
247	3.371
248	3.415
249	3.298
250	3.354
251	3.428
252	3.321
253	3.398
254	3.339
255	3.371
256	3.422
257	3.357
258	3.366
259	3.405
260	3.428
261	3.415
262	3.407
263	3.359
264	3.311
265	3.309
266	3.319
267	3.294
268	3.310
269	3.237
270	3.279
271	3.259
272	3.244
273	3.260
274	3.291
275	3.329
276	3.347
277	3.275
278	3.259
279	3.331
280	3.338
281	3.344
282	3.351
283	3.418
284	3.370
285	3.307
286	3.409
287	3.352
288	3.449
289	3.484
290	3.493
291	3.449
292	3.325
293	3.380
294	3.488
295	3.297
296	3.330
297	3.355
298	3.380
299	3.336
