1.808	-3749.022
2.140	-3908.015
2.155	-3984.895
2.226	-4041.740
2.196	-3999.521
2.122	-4012.029
2.175	-4031.967
2.262	-4076.155
2.375	-4078.830
2.353	-4095.605
2.366	-4096.185
2.329	-4092.316
2.468	-4123.450
2.518	-4134.045
2.598	-4114.550
2.528	-4121.944
2.552	-4172.959
2.577	-4151.302
2.578	-4195.353
2.679	-4176.072
2.636	-4210.373
2.587	-4242.996
2.586	-4225.296
2.551	-4223.887
2.612	-4202.717
2.758	-4188.654
2.885	-4241.171
2.842	-4228.796
2.902	-4180.661
2.823	-4210.757
2.878	-4208.045
2.867	-4255.436
2.924	-4196.607
2.844	-4203.152
2.930	-4258.661
2.909	-4208.130
2.807	-4254.724
2.827	-4209.077
2.931	-4252.127
3.002	-4216.501
3.060	-4259.296
2.906	-4256.362
2.967	-4236.391
2.803	-4221.456
2.937	-4257.065
2.887	-4209.661
2.901	-4196.269
3.171	-4251.171
3.092	-4232.859
3.069	-4258.203
3.076	-4276.144
3.132	-4287.683
3.175	-4316.065
3.198	-4266.224
3.205	-4304.652
3.135	-4303.176
3.037	-4272.149
3.145	-4256.784
3.057	-4246.278
2.969	-4251.637
2.926	-4297.756
2.933	-4279.881
3.061	-4272.043
3.096	-4288.077
3.279	-4326.662
3.390	-4297.049
3.408	-4272.120
3.233	-4288.284
3.325	-4336.178
3.270	-4328.530
3.289	-4313.564
3.273	-4389.699
3.324	-4361.751
3.322	-4362.389
3.253	-4363.939
3.183	-4356.784
3.177	-4332.412
3.263	-4354.480
3.333	-4365.146
3.394	-4398.292
3.381	-4411.037
3.420	-4381.677
3.500	-4387.007
3.472	-4338.309
3.484	-4396.690
3.529	-4384.163
3.404	-4396.498
3.455	-4462.232
3.526	-4452.102
3.488	-4408.644
3.443	-4414.365
3.550	-4436.973
3.486	-4421.517
3.579	-4365.055
3.494	-4349.901
3.391	-4401.086
3.396	-4380.027
3.370	-4398.910
3.307	-4406.882
3.336	-4396.574
3.345	-4370.070
3.414	-4395.808
3.445	-4404.209
3.342	-4353.805
3.260	-4360.952
3.374	-4400.118
3.363	-4375.334
3.463	-4374.983
3.474	-4378.917
3.485	-4362.528
3.487	-4375.717
3.419	-4370.279
3.403	-4367.076
3.396	-4403.900
3.417	-4441.082
3.433	-4476.400
3.455	-4458.012
3.411	-4403.156
3.452	-4366.625
3.389	-4377.101
3.441	-4425.109
3.397	-4440.006
3.420	-4371.554
3.437	-4400.003
3.450	-4436.629
3.493	-4411.615
3.410	-4355.482
3.352	-4418.075
3.365	-4324.809
3.388	-4401.760
3.435	-4356.644
3.450	-4335.159
3.474	-4401.977
3.499	-4383.063
3.550	-4412.192
3.491	-4439.726
3.413	-4436.612
3.507	-4436.603
3.440	-4429.697
3.408	-4435.406
