1.826	-3668.752
2.026	-3803.002
2.078	-3884.304
2.312	-3874.374
2.476	-3953.614
2.406	-3985.453
2.425	-4009.588
2.444	-3992.944
2.425	-4038.427
2.484	-4065.383
2.492	-4038.132
2.489	-4065.236
2.422	-4042.395
2.498	-4031.108
2.488	-4099.232
2.542	-4110.510
2.564	-4164.681
2.533	-4171.756
2.497	-4114.193
2.576	-4129.145
2.582	-4103.621
2.545	-4083.738
2.527	-4108.082
2.574	-4095.706
2.507	-4104.874
2.540	-4116.680
2.604	-4137.959
2.564	-4153.160
2.589	-4134.541
2.537	-4140.834
2.573	-4124.990
2.539	-4111.917
2.653	-4196.990
2.626	-4209.345
2.701	-4194.978
2.691	-4159.358
2.698	-4236.379
2.744	-4213.644
2.719	-4187.318
2.703	-4243.663
2.741	-4196.439
2.779	-4222.200
2.770	-4209.717
2.777	-4186.391
2.785	-4199.818
2.820	-4141.719
2.758	-4171.417
2.859	-4187.022
2.789	-4197.090
2.806	-4192.944
2.801	-4206.685
2.923	-4205.105
2.819	-4217.494
2.873	-4221.298
2.856	-4213.002
2.863	-4235.914
2.846	-4253.821
2.814	-4194.755
2.764	-4202.067
2.844	-4239.782
2.851	-4251.193
2.789	-4186.939
2.805	-4179.267
2.843	-4203.877
2.890	-4163.214
2.863	-4222.003
2.881	-4237.115
2.852	-4198.618
2.867	-4204.203
2.858	-4230.955
2.946	-4199.145
2.960	-4236.089
3.058	-4138.946
3.088	-4180.414
3.031	-4188.556
3.046	-4192.595
3.077	-4211.283
3.021	-4182.248
3.124	-4204.268
3.048	-4223.259
3.143	-4196.865
3.137	-4237.649
3.229	-4234.827
3.262	-4187.554
3.297	-4228.253
3.199	-4183.306
3.291	-4229.917
3.239	-4164.500
3.202	-4220.307
3.210	-4211.702
3.238	-4220.801
3.261	-4259.788
3.302	-4261.093
3.260	-4226.408
3.313	-4238.006
3.320	-4265.209
3.344	-4247.656
3.367	-4229.786
3.232	-4203.712
3.185	-4242.754
3.266	-4254.343
3.257	-4180.890
3.315	-4203.316
3.321	-4187.773
3.268	-4222.112
3.333	-4202.793
3.342	-4187.894
3.394	-4132.757
3.480	-4202.590
3.338	-4188.817
3.344	-4179.467
3.293	-4203.671
3.303	-4208.540
3.410	-4159.975
3.311	-4230.501
3.292	-4179.595
3.416	-4222.926
3.316	-4207.280
3.327	-4212.960
3.351	-4266.963
3.328	-4228.614
3.335	-4249.167
3.342	-4233.230
3.307	-4237.730
3.450	-4236.284
3.445	-4224.718
3.476	-4175.700
3.392	-4179.265
3.395	-4193.165
3.373	-4202.921
3.367	-4216.832
3.439	-4198.331
3.407	-4208.374
3.427	-4248.318
3.387	-4256.680
3.405	-4260.219
3.412	-4230.150
3.357	-4265.158
3.450	-4205.582
3.326	-4220.010
3.389	-4229.076
3.392	-4251.870
3.515	-4250.698
3.317	-4273.062
